date,rating,sentiment,source,text
2025-02-12,5,Positive,Yelp,The gallery spaces are beautifully curated. Ant Farm: 1968–1978 was my favorite show this year.
2025-02-12,2,Negative,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-02-15,4,Positive,Yelp,The gallery spaces are beautifully curated. Defne Ayas: Threshold was my favorite show this year.
2025-02-15,5,Positive,Google,BAMPFA always delivers. Saw The Worst Person in the World here — stunning print on the big screen.
2025-02-17,2,Negative,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-02-18,4,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-02-18,4,Positive,Yelp,A little pricey but the quality is always there. Loved the The Zone of Interest screening.
2025-02-19,4,Positive,Yelp,One of the best film archives on the West Coast. A Brighter Summer Day on the big screen was a dream.
2025-02-23,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-02-23,3,Neutral,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-02-24,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-02-25,4,Positive,Google,BAMPFA always delivers. Saw Decision to Leave here — stunning print on the big screen.
2025-02-27,4,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2025-02-27,5,Positive,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2025-03-02,2,Negative,Google,The Radical Presence: Black Performance in Contemporary Art exhibition challenged me in the best way. Will be back next month.
2025-03-09,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-03-11,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-03-11,4,Positive,Google,The Ana Mendieta: Traces exhibition challenged me in the best way. Will be back next month.
2025-03-12,2,Negative,Yelp,A little pricey but the quality is always there. Loved the Past Lives screening.
2025-03-14,5,Positive,Google,BAMPFA always delivers. Saw Mulholland Drive here — stunning print on the big screen.
2025-03-16,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2025-03-17,5,Positive,Google,"A little pricey but the quality is always there. Loved the Jeanne Dielman, 23 quai du Commerce screening."
2025-03-20,2,Negative,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-03-23,5,Positive,Yelp,A little pricey but the quality is always there. Loved the Synonyms screening.
2025-03-24,3,Neutral,Google,Wonderful museum in the heart of Berkeley. The Defne Ayas: Threshold show was breathtaking.
2025-03-26,5,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-03-28,1,Negative,Yelp,The gallery spaces are beautifully curated. Hung Liu: Portraits of Promised Lands was my favorite show this year.
2025-03-28,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-03-31,5,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-04-02,5,Positive,Google,One of the best film archives on the West Coast. The Worst Person in the World on the big screen was a dream.
2025-04-04,4,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Theaster Gates: Black Image Corporation show was breathtaking.
2025-04-05,5,Positive,Google,"The Paper, Scissors, Stone: Contemporary Japanese Prints exhibition challenged me in the best way. Will be back next month."
2025-04-05,5,Positive,Google,The gallery spaces are beautifully curated. Ant Farm: 1968–1978 was my favorite show this year.
2025-04-07,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-04-07,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-04-07,1,Negative,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-04-09,3,Neutral,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-04-10,3,Neutral,Google,BAMPFA always delivers. Saw A Brighter Summer Day here — stunning print on the big screen.
2025-04-15,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-04-16,5,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-04-16,5,Positive,Yelp,One of the best film archives on the West Coast. A Brighter Summer Day on the big screen was a dream.
2025-04-16,5,Positive,Google,One of the best film archives on the West Coast. Beau Travail on the big screen was a dream.
2025-04-22,4,Positive,Google,One of the best film archives on the West Coast. The Assassin on the big screen was a dream.
2025-04-29,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-04-29,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-05-01,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-05-02,3,Neutral,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-05-05,3,Neutral,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2025-05-06,4,Positive,Yelp,BAMPFA always delivers. Saw Mulholland Drive here — stunning print on the big screen.
2025-05-14,4,Positive,Yelp,The Uncanny Valley: Being Human in the Age of AI exhibition challenged me in the best way. Will be back next month.
2025-05-14,3,Neutral,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-05-15,1,Negative,Google,The Gordon Matta-Clark: Anarchitect exhibition challenged me in the best way. Will be back next month.
2025-05-16,4,Positive,Google,A little pricey but the quality is always there. Loved the The Assassin screening.
2025-05-19,5,Positive,Yelp,"Wonderful museum in the heart of Berkeley. The Paper, Scissors, Stone: Contemporary Japanese Prints show was breathtaking."
2025-05-23,5,Positive,Google,Not my usual style of art but Dorothea Lange: Politics of Seeing really opened my mind. Impressive curation.
2025-05-23,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-05-26,3,Neutral,Yelp,The gallery spaces are beautifully curated. Theaster Gates: Black Image Corporation was my favorite show this year.
2025-05-28,2,Negative,Yelp,"A little pricey but the quality is always there. Loved the Jeanne Dielman, 23 quai du Commerce screening."
2025-05-28,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-05-31,3,Neutral,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-06-01,5,Positive,Google,Good variety of art and film. Ant Farm: 1968–1978 was a bit dense but rewarding.
2025-06-01,5,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2025-06-05,2,Negative,Google,A little pricey but the quality is always there. Loved the Past Lives screening.
2025-06-07,5,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-06-13,4,Positive,Yelp,The gallery spaces are beautifully curated. Defne Ayas: Threshold was my favorite show this year.
2025-06-13,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-06-15,3,Neutral,Google,Good variety of art and film. Tauba Auerbach: S v Z was a bit dense but rewarding.
2025-06-19,4,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-06-19,5,Positive,Yelp,Great film programming. Caught a rare 35mm screening of A Brighter Summer Day. Pure cinema magic.
2025-06-22,3,Neutral,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-06-26,4,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-06-26,4,Positive,Google,One of the best film archives on the West Coast. Platform (Zhantai) on the big screen was a dream.
2025-07-02,5,Positive,Yelp,Great film programming. Caught a rare 35mm screening of Synonyms. Pure cinema magic.
2025-07-05,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Tauba Auerbach: S v Z show was breathtaking.
2025-07-05,4,Positive,Yelp,One of the best film archives on the West Coast. Cache (Hidden) on the big screen was a dream.
2025-07-06,5,Positive,Google,Good variety of art and film. Defne Ayas: Threshold was a bit dense but rewarding.
2025-07-08,5,Positive,Google,One of the best film archives on the West Coast. The Zone of Interest on the big screen was a dream.
2025-07-09,4,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Hung Liu: Portraits of Promised Lands show was breathtaking.
2025-07-09,5,Positive,Yelp,BAMPFA always delivers. Saw Mulholland Drive here — stunning print on the big screen.
2025-07-13,5,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-07-21,5,Positive,Yelp,One of the best film archives on the West Coast. Aftersun on the big screen was a dream.
2025-07-21,2,Negative,Google,One of the best film archives on the West Coast. Tropical Malady on the big screen was a dream.
2025-07-22,2,Negative,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-07-23,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-07-27,5,Positive,Google,One of the best film archives on the West Coast. Portrait of a Lady on Fire on the big screen was a dream.
2025-08-01,5,Positive,Yelp,BAMPFA always delivers. Saw Decision to Leave here — stunning print on the big screen.
2025-08-05,4,Positive,Google,A little pricey but the quality is always there. Loved the The Assassin screening.
2025-08-08,5,Positive,Google,Good variety of art and film. Hung Liu: Portraits of Promised Lands was a bit dense but rewarding.
2025-08-09,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-08-09,5,Positive,Yelp,The gallery spaces are beautifully curated. Jockum Nordström: The Lonely Ones was my favorite show this year.
2025-08-10,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-08-17,5,Positive,Google,The Uncanny Valley: Being Human in the Age of AI exhibition challenged me in the best way. Will be back next month.
2025-08-17,4,Positive,Google,BAMPFA always delivers. Saw Decision to Leave here — stunning print on the big screen.
2025-08-26,5,Positive,Google,The gallery spaces are beautifully curated. Hung Liu: Portraits of Promised Lands was my favorite show this year.
2025-08-30,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2025-09-06,2,Negative,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2025-09-11,5,Positive,Yelp,A little pricey but the quality is always there. Loved the Yi Yi (A One and a Two) screening.
2025-09-12,3,Neutral,Yelp,Great film programming. Caught a rare 35mm screening of First Cow. Pure cinema magic.
2025-09-12,4,Positive,Google,The Ant Farm: 1968–1978 exhibition challenged me in the best way. Will be back next month.
2025-09-14,2,Negative,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-09-15,3,Neutral,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-09-15,2,Negative,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-09-17,2,Negative,Yelp,A little pricey but the quality is always there. Loved the A Brighter Summer Day screening.
2025-09-18,4,Positive,Yelp,BAMPFA always delivers. Saw All of Us Strangers here — stunning print on the big screen.
2025-09-19,5,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2025-09-22,3,Neutral,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-09-22,5,Positive,Google,Good variety of art and film. Gordon Matta-Clark: Anarchitect was a bit dense but rewarding.
2025-09-22,3,Neutral,Google,Great film programming. Caught a rare 35mm screening of In the Mood for Love. Pure cinema magic.
2025-09-24,4,Positive,Google,The Gordon Matta-Clark: Anarchitect exhibition challenged me in the best way. Will be back next month.
2025-10-03,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-10-03,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-10-06,3,Neutral,Yelp,Good variety of art and film. Tauba Auerbach: S v Z was a bit dense but rewarding.
2025-10-07,2,Negative,Google,Not my usual style of art but Dorothea Lange: Politics of Seeing really opened my mind. Impressive curation.
2025-10-07,5,Positive,Yelp,"Not my usual style of art but Paper, Scissors, Stone: Contemporary Japanese Prints really opened my mind. Impressive curation."
2025-10-09,5,Positive,Google,The Theaster Gates: Black Image Corporation exhibition challenged me in the best way. Will be back next month.
2025-10-11,5,Positive,Yelp,One of the best film archives on the West Coast. In the Mood for Love on the big screen was a dream.
2025-10-11,4,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-10-15,4,Positive,Google,Not my usual style of art but Ana Mendieta: Traces really opened my mind. Impressive curation.
2025-10-17,3,Neutral,Google,Good variety of art and film. Ana Mendieta: Traces was a bit dense but rewarding.
2025-10-18,5,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-10-19,5,Positive,Google,The gallery spaces are beautifully curated. Tauba Auerbach: S v Z was my favorite show this year.
2025-10-20,5,Positive,Google,The gallery spaces are beautifully curated. Barry McGee: Point the Finger was my favorite show this year.
2025-10-20,4,Positive,Google,A little pricey but the quality is always there. Loved the Yi Yi (A One and a Two) screening.
2025-10-23,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-10-23,4,Positive,Google,The gallery spaces are beautifully curated. Ana Mendieta: Traces was my favorite show this year.
2025-10-25,4,Positive,Yelp,Solid programming but parking is tough. The content more than makes up for it.
2025-10-25,5,Positive,Yelp,Not my usual style of art but Hung Liu: Portraits of Promised Lands really opened my mind. Impressive curation.
2025-10-28,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-10-30,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-10-31,5,Positive,Yelp,One of the best film archives on the West Coast. In the Mood for Love on the big screen was a dream.
2025-10-31,5,Positive,Google,Not my usual style of art but Uncanny Valley: Being Human in the Age of AI really opened my mind. Impressive curation.
2025-11-02,4,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-11-02,3,Neutral,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-11-02,5,Positive,Yelp,One of the best film archives on the West Coast. Cache (Hidden) on the big screen was a dream.
2025-11-03,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-11-06,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-11-06,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-11-08,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-11-09,5,Positive,Google,A little pricey but the quality is always there. Loved the In the Mood for Love screening.
2025-11-09,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Bay Area Now 9 show was breathtaking.
2025-11-12,1,Negative,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-11-13,5,Positive,Google,A little pricey but the quality is always there. Loved the The Worst Person in the World screening.
2025-11-14,5,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Mildred Howard: Room Tone show was breathtaking.
2025-11-19,2,Negative,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-11-20,3,Neutral,Yelp,"One of the best film archives on the West Coast. Jeanne Dielman, 23 quai du Commerce on the big screen was a dream."
2025-11-21,4,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-11-21,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-11-22,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-11-26,5,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-11-26,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2025-11-27,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2025-11-28,5,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2025-11-28,4,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2025-11-29,5,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2025-11-29,4,Positive,Google,One of the best film archives on the West Coast. Synonyms on the big screen was a dream.
2025-12-08,5,Positive,Google,Wonderful museum in the heart of Berkeley. The Radical Presence: Black Performance in Contemporary Art show was breathtaking.
2025-12-10,5,Positive,Google,One of the best film archives on the West Coast. Aftersun on the big screen was a dream.
2025-12-10,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-12-11,5,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2025-12-13,3,Neutral,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2025-12-15,4,Positive,Google,Great film programming. Caught a rare 35mm screening of Beau Travail. Pure cinema magic.
2025-12-16,5,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Mildred Howard: Room Tone show was breathtaking.
2025-12-19,4,Positive,Google,Great film programming. Caught a rare 35mm screening of Yi Yi (A One and a Two). Pure cinema magic.
2025-12-21,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-12-26,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2025-12-28,5,Positive,Google,BAMPFA always delivers. Saw Drive My Car here — stunning print on the big screen.
2025-12-30,4,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2025-12-30,5,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Dorothea Lange: Politics of Seeing show was breathtaking.
2026-01-02,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2026-01-02,4,Positive,Yelp,One of the best film archives on the West Coast. The Zone of Interest on the big screen was a dream.
2026-01-03,5,Positive,Yelp,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2026-01-06,4,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2026-01-08,3,Neutral,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2026-01-10,5,Positive,Google,BAMPFA always delivers. Saw All of Us Strangers here — stunning print on the big screen.
2026-01-13,4,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2026-01-15,5,Positive,Google,BAMPFA always delivers. Saw The Worst Person in the World here — stunning print on the big screen.
2026-01-16,4,Positive,Google,"The gallery spaces are beautifully curated. Paper, Scissors, Stone: Contemporary Japanese Prints was my favorite show this year."
2026-01-17,3,Neutral,Google,One of the best film archives on the West Coast. All of Us Strangers on the big screen was a dream.
2026-01-21,3,Neutral,Google,The Dorothea Lange: Politics of Seeing exhibition challenged me in the best way. Will be back next month.
2026-01-23,3,Neutral,Yelp,One of the best film archives on the West Coast. Yi Yi (A One and a Two) on the big screen was a dream.
2026-01-24,2,Negative,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2026-01-25,5,Positive,Google,BAMPFA always delivers. Saw Tropical Malady here — stunning print on the big screen.
2026-01-25,2,Negative,Yelp,The Uncanny Valley: Being Human in the Age of AI exhibition challenged me in the best way. Will be back next month.
2026-01-28,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2026-01-28,5,Positive,Google,The gallery spaces are beautifully curated. Defne Ayas: Threshold was my favorite show this year.
2026-02-01,5,Positive,Google,Not my usual style of art but Ana Mendieta: Traces really opened my mind. Impressive curation.
2026-02-01,4,Positive,Google,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2026-02-03,5,Positive,Yelp,The Mildred Howard: Room Tone exhibition challenged me in the best way. Will be back next month.
2026-02-09,5,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2026-02-10,3,Neutral,Yelp,The Defne Ayas: Threshold exhibition challenged me in the best way. Will be back next month.
2026-02-10,5,Positive,Google,"Arrived late and missed the intro talk, but the exhibition itself was extraordinary."
2026-02-11,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2026-02-12,5,Positive,Yelp,The Theaster Gates: Black Image Corporation exhibition challenged me in the best way. Will be back next month.
2026-02-13,5,Positive,Yelp,Good variety of art and film. Dorothea Lange: Politics of Seeing was a bit dense but rewarding.
2026-02-14,5,Positive,Google,Not my usual style of art but Tauba Auerbach: S v Z really opened my mind. Impressive curation.
2026-02-18,4,Positive,Yelp,Good variety of art and film. Dorothea Lange: Politics of Seeing was a bit dense but rewarding.
2026-02-18,5,Positive,Google,"Not my usual style of art but Paper, Scissors, Stone: Contemporary Japanese Prints really opened my mind. Impressive curation."
2026-02-19,5,Positive,Google,Not my usual style of art but Dorothea Lange: Politics of Seeing really opened my mind. Impressive curation.
2026-02-27,4,Positive,Yelp,Good variety of art and film. Uncanny Valley: Being Human in the Age of AI was a bit dense but rewarding.
2026-02-27,5,Positive,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2026-02-28,5,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2026-03-03,5,Positive,Google,The gallery spaces are beautifully curated. Theaster Gates: Black Image Corporation was my favorite show this year.
2026-03-04,4,Positive,Google,Great film programming. Caught a rare 35mm screening of A Brighter Summer Day. Pure cinema magic.
2026-03-06,4,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2026-03-08,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Jockum Nordström: The Lonely Ones show was breathtaking.
2026-03-08,4,Positive,Yelp,One of the best film archives on the West Coast. In the Mood for Love on the big screen was a dream.
2026-03-09,5,Positive,Yelp,Membership is absolutely worth it. Always something new and thought-provoking.
2026-03-10,5,Positive,Google,A little pricey but the quality is always there. Loved the Aftersun screening.
2026-03-11,4,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2026-03-11,4,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2026-03-12,4,Positive,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2026-03-13,1,Negative,Google,Wonderful museum in the heart of Berkeley. The Tauba Auerbach: S v Z show was breathtaking.
2026-03-14,3,Neutral,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2026-03-16,4,Positive,Yelp,Not my usual style of art but Theaster Gates: Black Image Corporation really opened my mind. Impressive curation.
2026-03-16,4,Positive,Yelp,A gem of the Bay Area arts scene. Every visit feels special.
2026-03-17,3,Neutral,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2026-03-17,5,Positive,Yelp,BAMPFA always delivers. Saw Platform (Zhantai) here — stunning print on the big screen.
2026-03-19,5,Positive,Google,Good variety of art and film. Ant Farm: 1968–1978 was a bit dense but rewarding.
2026-03-20,2,Negative,Google,The gallery spaces are beautifully curated. Dorothea Lange: Politics of Seeing was my favorite show this year.
2026-03-22,3,Neutral,Google,A little pricey but the quality is always there. Loved the Aftersun screening.
2026-03-23,1,Negative,Yelp,"Good variety of art and film. Paper, Scissors, Stone: Contemporary Japanese Prints was a bit dense but rewarding."
2026-03-24,4,Positive,Yelp,The Barry McGee: Point the Finger exhibition challenged me in the best way. Will be back next month.
2026-03-25,2,Negative,Google,Good variety of art and film. Ant Farm: 1968–1978 was a bit dense but rewarding.
2026-03-27,5,Positive,Google,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2026-03-28,2,Negative,Yelp,Great film programming. Caught a rare 35mm screening of Aftersun. Pure cinema magic.
2026-03-28,5,Positive,Google,Not my usual style of art but Barry McGee: Point the Finger really opened my mind. Impressive curation.
2026-04-01,4,Positive,Yelp,Not my usual style of art but Gordon Matta-Clark: Anarchitect really opened my mind. Impressive curation.
2026-04-03,5,Positive,Google,Good variety of art and film. Barry McGee: Point the Finger was a bit dense but rewarding.
2026-04-10,4,Positive,Yelp,BAMPFA always delivers. Saw Portrait of a Lady on Fire here — stunning print on the big screen.
2026-04-11,5,Positive,Google,Great film programming. Caught a rare 35mm screening of Drive My Car. Pure cinema magic.
2026-04-12,5,Positive,Google,Solid programming but parking is tough. The content more than makes up for it.
2026-04-12,5,Positive,Yelp,Wonderful museum in the heart of Berkeley. The Hung Liu: Portraits of Promised Lands show was breathtaking.
2026-04-13,3,Neutral,Google,Membership is absolutely worth it. Always something new and thought-provoking.
2026-04-19,3,Neutral,Yelp,"Friendly staff, accessible space. The free First Thursday events are a great touch."
2026-04-20,5,Positive,Yelp,Not my usual style of art but Jockum Nordström: The Lonely Ones really opened my mind. Impressive curation.
2026-04-23,5,Positive,Yelp,Love this place. Staff are knowledgeable and the space feels intimate yet grand.
2026-04-24,5,Positive,Google,The gallery spaces are beautifully curated. Hung Liu: Portraits of Promised Lands was my favorite show this year.
2026-04-27,4,Positive,Google,Wonderful museum in the heart of Berkeley. The Tauba Auerbach: S v Z show was breathtaking.
2026-04-29,5,Positive,Google,A gem of the Bay Area arts scene. Every visit feels special.
2026-04-30,4,Positive,Yelp,A little pricey but the quality is always there. Loved the Drive My Car screening.
