date,sessions,users,page_views,source,exhibition_page_views,film_page_views,membership_page_views,avg_session_duration_seconds
2024-02-10,51,44,198,Email,49,62,24,219
2024-02-10,34,29,126,Paid,40,54,8,232
2024-02-11,225,182,675,Organic Search,150,213,49,136
2024-02-11,150,119,559,Social,168,221,72,235
2024-02-11,141,105,623,Direct,214,206,49,213
2024-02-11,45,37,199,Email,42,52,26,105
2024-02-11,47,39,198,Paid,48,80,12,229
2024-02-12,150,111,644,Organic Search,149,188,43,192
2024-02-12,96,83,325,Social,114,90,44,153
2024-02-12,117,92,411,Direct,122,174,47,213
2024-02-12,52,38,173,Email,52,74,12,216
2024-02-12,44,35,143,Paid,43,43,8,164
2024-02-13,206,184,761,Organic Search,197,321,47,126
2024-02-13,91,66,361,Social,127,103,46,194
2024-02-13,129,96,337,Direct,88,90,37,275
2024-02-13,45,35,118,Email,25,42,16,91
2024-02-13,40,33,163,Paid,34,52,18,187
2024-02-14,136,121,400,Organic Search,129,115,36,104
2024-02-14,116,98,298,Social,88,79,35,214
2024-02-14,131,104,587,Direct,198,195,67,129
2024-02-14,44,33,189,Email,51,77,9,222
2024-02-14,39,31,144,Paid,32,56,11,249
2024-02-15,117,88,418,Organic Search,121,166,33,218
2024-02-15,76,57,277,Social,74,98,22,89
2024-02-15,90,78,268,Direct,59,85,19,205
2024-02-15,31,23,126,Email,41,46,9,194
2024-02-15,20,15,53,Paid,17,22,3,261
2024-02-16,129,112,511,Organic Search,155,134,69,264
2024-02-16,71,59,177,Social,49,50,11,161
2024-02-16,117,95,458,Direct,138,176,61,141
2024-02-16,37,32,114,Email,33,44,7,188
2024-02-16,34,29,136,Paid,46,49,11,185
2024-02-17,195,163,717,Organic Search,237,284,89,183
2024-02-17,119,89,534,Social,176,188,38,179
2024-02-17,133,106,461,Direct,141,189,44,96
2024-02-17,67,56,259,Email,79,81,28,130
2024-02-17,40,34,129,Paid,31,50,16,239
2024-02-18,274,234,907,Organic Search,223,318,94,212
2024-02-18,158,141,475,Social,105,174,55,170
2024-02-18,186,160,544,Direct,121,163,71,234
2024-02-18,77,57,330,Email,116,106,43,234
2024-02-18,52,45,141,Paid,43,45,17,186
2024-02-19,111,84,310,Organic Search,113,104,23,181
2024-02-19,47,36,195,Social,61,74,24,196
2024-02-19,77,55,256,Direct,78,82,28,181
2024-02-19,28,22,122,Email,30,45,13,162
2024-02-19,19,13,55,Paid,15,14,6,204
2024-02-20,121,95,478,Organic Search,174,194,51,129
2024-02-20,74,63,289,Social,88,74,31,219
2024-02-20,72,64,217,Direct,47,93,25,165
2024-02-20,31,25,129,Email,37,49,17,232
2024-02-20,27,24,95,Paid,30,31,11,181
2024-02-21,126,106,472,Organic Search,150,200,40,112
2024-02-21,82,64,328,Social,115,91,44,226
2024-02-21,90,67,329,Direct,104,123,37,210
2024-02-21,32,23,126,Email,41,53,16,248
2024-02-21,37,28,159,Paid,40,45,19,209
2024-02-22,128,106,345,Organic Search,88,89,23,94
2024-02-22,95,83,404,Social,122,114,45,236
2024-02-22,100,72,262,Direct,57,92,18,194
2024-02-22,36,31,115,Email,27,42,12,202
2024-02-22,36,26,109,Paid,31,42,6,210
2024-02-23,112,80,399,Organic Search,129,169,38,216
2024-02-23,69,56,190,Social,54,80,17,265
2024-02-23,109,96,481,Direct,147,200,29,172
2024-02-23,45,38,156,Email,45,43,11,186
2024-02-23,31,22,117,Paid,41,36,9,197
2024-02-24,155,133,410,Organic Search,91,107,48,176
2024-02-24,140,117,503,Social,179,200,42,209
2024-02-24,132,102,492,Direct,117,181,38,183
2024-02-24,56,49,174,Email,61,59,14,185
2024-02-24,44,36,195,Paid,67,79,12,179
2024-02-25,154,113,489,Organic Search,115,137,44,265
2024-02-25,97,70,279,Social,71,97,31,198
2024-02-25,119,88,301,Direct,77,110,26,160
2024-02-25,47,36,142,Email,50,48,15,157
2024-02-25,41,31,174,Paid,50,58,8,221
2024-02-26,123,100,316,Organic Search,65,112,19,231
2024-02-26,106,77,384,Social,132,105,35,158
2024-02-26,121,103,438,Direct,110,182,42,231
2024-02-26,43,31,154,Email,52,49,20,154
2024-02-26,42,30,126,Paid,45,41,12,267
2024-02-27,184,138,758,Organic Search,267,205,89,191
2024-02-27,114,101,396,Social,105,141,22,87
2024-02-27,124,106,374,Direct,117,97,43,216
2024-02-27,49,40,171,Email,35,58,19,205
2024-02-27,38,31,122,Paid,36,39,7,161
2024-02-28,227,196,942,Organic Search,200,308,103,291
2024-02-28,111,99,386,Social,133,113,31,219
2024-02-28,149,125,563,Direct,131,197,73,93
2024-02-28,54,41,193,Email,58,67,10,200
2024-02-28,45,34,140,Paid,33,37,12,149
2024-02-29,173,128,586,Organic Search,128,166,41,165
2024-02-29,112,91,369,Social,101,150,24,143
2024-02-29,124,111,504,Direct,131,195,56,181
2024-02-29,47,34,194,Email,43,76,17,155
2024-02-29,33,24,146,Paid,31,60,10,133
2024-03-01,117,85,488,Organic Search,144,171,32,204
2024-03-01,76,61,317,Social,95,106,36,153
2024-03-01,70,54,184,Direct,45,73,12,205
2024-03-01,34,26,101,Email,27,29,5,234
2024-03-01,22,18,90,Paid,24,35,6,177
2024-03-02,168,126,635,Organic Search,197,247,56,177
2024-03-02,102,86,290,Social,110,98,15,161
2024-03-02,171,151,741,Direct,196,305,38,276
2024-03-02,59,45,231,Email,65,85,21,201
2024-03-02,47,41,176,Paid,52,70,14,226
2024-03-03,179,142,465,Organic Search,138,179,38,210
2024-03-03,117,89,495,Social,164,186,39,237
2024-03-03,177,132,619,Direct,195,256,74,113
2024-03-03,70,58,223,Email,54,69,15,135
2024-03-03,49,39,174,Paid,51,56,17,128
2024-03-04,189,158,612,Organic Search,230,276,53,176
2024-03-04,93,79,351,Social,96,130,32,183
2024-03-04,133,108,487,Direct,142,196,64,230
2024-03-04,53,45,233,Email,57,92,24,183
2024-03-04,27,21,88,Paid,32,25,6,104
2024-03-05,118,86,506,Organic Search,191,142,53,217
2024-03-05,86,66,354,Social,84,96,19,103
2024-03-05,105,94,428,Direct,108,122,46,151
2024-03-05,39,33,151,Email,48,58,9,231
2024-03-05,37,29,92,Paid,34,25,5,243
2024-03-06,199,151,657,Organic Search,208,260,62,171
2024-03-06,101,89,253,Social,92,79,26,154
2024-03-06,118,86,337,Direct,120,147,40,185
2024-03-06,47,36,119,Email,28,50,11,183
2024-03-06,41,32,130,Paid,47,53,13,188
2024-03-07,151,112,418,Organic Search,142,138,32,128
2024-03-07,77,60,270,Social,76,116,36,174
2024-03-07,111,81,416,Direct,116,167,25,187
2024-03-07,39,29,154,Email,38,45,10,191
2024-03-07,37,28,131,Paid,34,55,6,135
2024-03-08,129,95,489,Organic Search,155,180,32,146
2024-03-08,95,75,395,Social,119,154,42,222
2024-03-08,109,79,487,Direct,144,128,63,214
2024-03-08,44,37,194,Email,66,58,12,248
2024-03-08,36,30,120,Paid,29,47,15,180
2024-03-09,224,178,981,Organic Search,254,388,93,212
2024-03-09,156,139,629,Social,168,277,52,255
2024-03-09,192,150,549,Direct,164,189,74,272
2024-03-09,71,60,245,Email,88,109,27,181
2024-03-09,53,38,220,Paid,64,64,27,156
2024-03-10,180,158,488,Organic Search,165,171,59,214
2024-03-10,102,80,377,Social,126,111,34,204
2024-03-10,103,77,403,Direct,104,132,22,172
2024-03-10,55,43,166,Email,41,73,21,180
2024-03-10,47,41,148,Paid,48,51,19,216
2024-03-11,104,84,364,Organic Search,120,110,44,186
2024-03-11,72,64,310,Social,90,100,39,126
2024-03-11,80,58,227,Direct,79,98,14,251
2024-03-11,33,29,140,Email,51,42,18,180
2024-03-11,25,21,85,Paid,24,37,5,202
2024-03-12,214,173,585,Organic Search,167,169,60,194
2024-03-12,125,105,492,Social,161,210,31,138
2024-03-12,130,108,428,Direct,95,165,26,183
2024-03-12,60,45,178,Email,64,58,22,120
2024-03-12,46,38,169,Paid,41,70,8,153
2024-03-13,100,87,383,Organic Search,139,159,50,190
2024-03-13,74,57,234,Social,75,78,28,203
2024-03-13,78,57,296,Direct,81,86,25,171
2024-03-13,32,26,139,Email,35,48,7,110
2024-03-13,26,19,80,Paid,17,35,5,204
2024-03-14,131,103,365,Organic Search,94,139,18,128
2024-03-14,78,65,242,Social,62,96,17,141
2024-03-14,91,75,287,Direct,102,129,29,185
2024-03-14,32,24,136,Email,50,49,18,226
2024-03-14,22,18,62,Paid,22,25,8,218
2024-03-15,162,131,581,Organic Search,130,163,30,200
2024-03-15,81,58,313,Social,92,110,26,179
2024-03-15,113,83,505,Direct,115,182,29,260
2024-03-15,42,37,172,Email,39,64,16,101
2024-03-15,37,31,107,Paid,27,44,13,182
2024-03-16,146,122,423,Organic Search,117,172,56,144
2024-03-16,103,92,430,Social,137,145,33,180
2024-03-16,97,85,325,Direct,87,110,28,246
2024-03-16,59,52,190,Email,60,68,26,136
2024-03-16,33,27,144,Paid,38,59,18,140
2024-03-17,208,183,905,Organic Search,196,268,67,180
2024-03-17,161,139,460,Social,146,133,36,196
2024-03-17,171,153,467,Direct,173,154,25,223
2024-03-17,62,49,195,Email,70,64,17,131
2024-03-17,48,42,144,Paid,53,56,17,159
2024-03-18,175,141,743,Organic Search,260,325,74,136
2024-03-18,98,76,390,Social,98,106,21,232
2024-03-18,133,103,370,Direct,84,157,27,114
2024-03-18,43,36,123,Email,39,38,8,198
2024-03-18,35,29,115,Paid,33,49,13,156
2024-03-19,101,81,309,Organic Search,75,138,15,126
2024-03-19,63,48,177,Social,51,58,11,226
2024-03-19,83,74,254,Direct,73,92,14,207
2024-03-19,36,27,159,Email,54,56,9,262
2024-03-19,20,14,74,Paid,19,27,9,188
2024-03-20,199,157,577,Organic Search,173,184,56,240
2024-03-20,116,84,381,Social,144,119,36,73
2024-03-20,149,129,645,Direct,232,234,61,203
2024-03-20,46,35,120,Email,38,54,6,171
2024-03-20,43,32,182,Paid,61,64,19,123
2024-03-21,180,151,703,Organic Search,253,279,85,140
2024-03-21,143,122,614,Social,228,270,44,131
2024-03-21,123,94,547,Direct,148,172,70,192
2024-03-21,53,47,236,Email,86,101,15,179
2024-03-21,44,33,192,Paid,52,66,22,172
2024-03-22,163,146,602,Organic Search,151,220,52,274
2024-03-22,74,62,264,Social,101,115,18,149
2024-03-22,96,81,371,Direct,93,139,21,194
2024-03-22,24,19,99,Email,22,41,9,157
2024-03-22,21,15,88,Paid,33,36,5,156
2024-03-23,221,174,843,Organic Search,287,291,44,93
2024-03-23,129,99,394,Social,137,143,46,202
2024-03-23,171,133,598,Direct,174,246,40,188
2024-03-23,63,46,170,Email,38,59,17,158
2024-03-23,45,37,124,Paid,29,43,10,162
2024-03-24,154,122,392,Organic Search,92,162,44,128
2024-03-24,126,107,564,Social,177,176,32,179
2024-03-24,120,87,367,Direct,99,120,22,187
2024-03-24,50,42,189,Email,68,51,24,201
2024-03-24,44,37,135,Paid,49,40,7,175
2024-03-25,106,94,310,Organic Search,89,136,27,153
2024-03-25,64,49,201,Social,44,90,17,187
2024-03-25,87,71,352,Direct,96,102,35,233
2024-03-25,33,26,144,Email,34,47,8,186
2024-03-25,24,18,86,Paid,29,35,8,174
2024-03-26,155,116,584,Organic Search,215,210,55,284
2024-03-26,88,68,377,Social,121,107,34,109
2024-03-26,100,78,331,Direct,78,115,21,255
2024-03-26,52,41,198,Email,72,82,12,170
2024-03-26,36,29,107,Paid,39,30,14,232
2024-03-27,129,94,557,Organic Search,193,205,57,199
2024-03-27,131,114,361,Social,116,157,34,204
2024-03-27,97,86,383,Direct,140,106,36,283
2024-03-27,54,48,162,Email,54,59,18,120
2024-03-27,37,29,120,Paid,31,51,11,218
2024-03-28,159,139,407,Organic Search,136,135,43,225
2024-03-28,90,67,396,Social,103,145,22,147
2024-03-28,101,80,360,Direct,84,128,21,281
2024-03-28,42,30,185,Email,45,60,12,218
2024-03-28,26,20,95,Paid,24,27,8,168
2024-03-29,149,123,383,Organic Search,112,119,26,231
2024-03-29,80,65,259,Social,79,93,35,197
2024-03-29,107,89,350,Direct,127,108,34,247
2024-03-29,43,38,137,Email,40,36,10,161
2024-03-29,25,18,79,Paid,19,26,8,178
2024-03-30,190,141,675,Organic Search,158,256,41,243
2024-03-30,131,113,473,Social,104,146,44,162
2024-03-30,128,109,479,Direct,137,174,35,193
2024-03-30,47,40,209,Email,46,68,25,175
2024-03-30,43,36,117,Paid,38,47,10,152
2024-03-31,164,127,657,Organic Search,160,251,33,299
2024-03-31,138,107,605,Social,188,187,59,171
2024-03-31,115,86,343,Direct,112,99,27,51
2024-03-31,43,34,130,Email,32,44,12,227
2024-03-31,41,36,109,Paid,32,39,12,197
2024-04-01,127,98,477,Organic Search,129,166,59,236
2024-04-01,89,72,238,Social,46,72,19,176
2024-04-01,94,77,268,Direct,60,90,15,235
2024-04-01,42,35,188,Email,58,59,24,118
2024-04-01,35,30,89,Paid,26,30,9,198
2024-04-02,101,83,369,Organic Search,98,85,36,174
2024-04-02,71,54,259,Social,71,63,18,143
2024-04-02,84,72,218,Direct,48,62,18,131
2024-04-02,22,16,73,Email,17,20,6,188
2024-04-02,27,24,94,Paid,18,31,7,224
2024-04-03,118,102,478,Organic Search,89,153,63,195
2024-04-03,102,76,454,Social,119,123,38,187
2024-04-03,104,79,283,Direct,76,78,23,206
2024-04-03,47,38,191,Email,53,72,23,185
2024-04-03,34,27,117,Paid,36,27,11,153
2024-04-04,86,69,228,Organic Search,43,76,29,102
2024-04-04,70,55,312,Social,65,108,36,178
2024-04-04,73,62,240,Direct,43,84,28,217
2024-04-04,36,31,110,Email,31,25,7,189
2024-04-04,20,15,84,Paid,19,31,9,187
2024-04-05,110,82,315,Organic Search,76,88,29,238
2024-04-05,78,66,255,Social,64,57,25,248
2024-04-05,98,72,258,Direct,81,83,20,142
2024-04-05,42,34,116,Email,32,26,9,153
2024-04-05,23,18,97,Paid,22,33,6,172
2024-04-06,184,156,719,Organic Search,220,224,80,107
2024-04-06,111,93,484,Social,149,158,35,158
2024-04-06,172,129,474,Direct,89,111,26,106
2024-04-06,56,42,213,Email,53,65,18,125
2024-04-06,49,42,146,Paid,42,52,11,232
2024-04-07,173,136,747,Organic Search,162,208,80,132
2024-04-07,101,89,433,Social,136,142,57,187
2024-04-07,142,115,460,Direct,144,138,28,129
2024-04-07,44,34,147,Email,36,38,19,196
2024-04-07,44,35,142,Paid,25,46,13,154
2024-04-08,156,136,658,Organic Search,190,146,45,134
2024-04-08,101,82,390,Social,122,124,39,146
2024-04-08,122,101,488,Direct,114,169,57,222
2024-04-08,52,39,143,Email,39,47,10,220
2024-04-08,36,31,110,Paid,31,40,5,189
2024-04-09,78,69,312,Organic Search,62,69,29,229
2024-04-09,55,41,143,Social,28,38,19,182
2024-04-09,67,49,244,Direct,73,91,22,88
2024-04-09,26,20,72,Email,18,23,8,164
2024-04-09,22,15,60,Paid,17,15,6,180
2024-04-10,98,76,268,Organic Search,70,72,24,129
2024-04-10,74,64,260,Social,71,74,26,201
2024-04-10,82,62,235,Direct,47,56,19,224
2024-04-10,26,19,96,Email,30,34,9,192
2024-04-10,24,19,106,Paid,29,26,13,216
2024-04-11,129,113,413,Organic Search,79,121,37,212
2024-04-11,89,68,380,Social,103,97,49,145
2024-04-11,90,67,232,Direct,59,53,28,212
2024-04-11,38,33,112,Email,35,31,14,180
2024-04-11,28,23,91,Paid,26,27,6,232
2024-04-12,139,107,354,Organic Search,74,79,37,221
2024-04-12,101,88,261,Social,70,62,34,161
2024-04-12,100,80,323,Direct,81,98,17,216
2024-04-12,34,27,151,Email,27,50,9,89
2024-04-12,39,34,165,Paid,34,55,15,187
2024-04-13,221,188,714,Organic Search,221,210,97,195
2024-04-13,112,87,347,Social,69,123,22,175
2024-04-13,115,89,333,Direct,80,73,36,132
2024-04-13,52,40,159,Email,29,35,14,190
2024-04-13,34,27,106,Paid,31,25,14,228
2024-04-14,147,129,406,Organic Search,105,133,24,210
2024-04-14,94,76,310,Social,88,74,17,177
2024-04-14,87,73,292,Direct,53,81,17,196
2024-04-14,46,39,151,Email,41,46,13,134
2024-04-14,27,20,105,Paid,28,37,13,252
2024-04-15,95,78,348,Organic Search,81,78,25,171
2024-04-15,70,61,187,Social,59,67,13,121
2024-04-15,70,62,230,Direct,43,79,23,133
2024-04-15,36,28,151,Email,40,39,20,157
2024-04-15,20,17,56,Paid,10,20,5,152
2024-04-16,120,106,376,Organic Search,100,130,42,217
2024-04-16,67,52,276,Social,54,73,25,150
2024-04-16,63,46,254,Direct,72,57,28,136
2024-04-16,31,23,102,Email,20,24,12,254
2024-04-16,27,22,71,Paid,16,18,4,169
2024-04-17,149,119,472,Organic Search,125,124,38,147
2024-04-17,87,74,358,Social,80,110,38,135
2024-04-17,99,83,297,Direct,67,79,15,187
2024-04-17,43,32,147,Email,28,46,14,232
2024-04-17,36,30,112,Paid,34,34,6,229
2024-04-18,165,134,463,Organic Search,97,151,59,146
2024-04-18,93,67,365,Social,77,81,19,236
2024-04-18,127,103,445,Direct,109,124,56,194
2024-04-18,53,44,170,Email,33,63,11,166
2024-04-18,36,29,126,Paid,25,37,11,122
2024-04-19,137,108,405,Organic Search,94,103,39,245
2024-04-19,53,43,229,Social,56,50,13,120
2024-04-19,84,74,352,Direct,112,90,26,82
2024-04-19,36,31,124,Email,28,27,8,263
2024-04-19,27,22,96,Paid,26,28,4,223
2024-04-20,143,107,358,Organic Search,98,86,38,132
2024-04-20,108,93,272,Social,86,91,15,215
2024-04-20,114,83,451,Direct,85,170,35,194
2024-04-20,55,45,155,Email,36,54,15,254
2024-04-20,30,22,113,Paid,25,41,14,115
2024-04-21,144,103,485,Organic Search,147,112,61,203
2024-04-21,125,93,552,Social,110,130,30,152
2024-04-21,126,102,499,Direct,128,112,36,213
2024-04-21,47,34,196,Email,35,59,24,226
2024-04-21,39,34,151,Paid,33,37,7,205
2024-04-22,91,66,235,Organic Search,68,85,17,208
2024-04-22,52,44,210,Social,56,52,15,153
2024-04-22,72,53,301,Direct,78,83,41,216
2024-04-22,26,18,89,Email,20,23,11,210
2024-04-22,16,11,40,Paid,9,13,5,187
2024-04-23,103,85,319,Organic Search,99,99,18,117
2024-04-23,69,53,198,Social,48,66,23,135
2024-04-23,97,70,276,Direct,74,78,30,181
2024-04-23,27,22,103,Email,23,24,10,177
2024-04-23,18,15,57,Paid,13,12,5,179
2024-04-24,148,109,576,Organic Search,156,179,53,161
2024-04-24,103,87,376,Social,80,127,22,157
2024-04-24,95,69,293,Direct,54,82,37,144
2024-04-24,33,26,138,Email,29,47,7,227
2024-04-24,29,22,85,Paid,16,25,8,192
2024-04-25,125,97,412,Organic Search,107,124,38,227
2024-04-25,57,48,224,Social,60,57,29,197
2024-04-25,79,63,345,Direct,89,112,20,227
2024-04-25,32,24,143,Email,32,53,9,232
2024-04-25,27,19,97,Paid,23,32,5,206
2024-04-26,134,110,448,Organic Search,104,136,57,170
2024-04-26,104,92,408,Social,85,141,47,233
2024-04-26,110,83,347,Direct,73,81,33,206
2024-04-26,31,26,137,Email,39,50,14,205
2024-04-26,31,24,93,Paid,19,25,5,235
2024-04-27,99,72,395,Organic Search,83,122,30,209
2024-04-27,91,79,382,Social,105,132,24,176
2024-04-27,107,94,292,Direct,69,68,27,244
2024-04-27,54,42,218,Email,64,80,15,187
2024-04-27,30,24,103,Paid,27,36,13,77
2024-04-28,265,229,852,Organic Search,164,265,112,124
2024-04-28,135,111,419,Social,95,142,34,188
2024-04-28,119,92,333,Direct,101,120,34,199
2024-04-28,64,54,265,Email,73,75,30,171
2024-04-28,48,36,163,Paid,50,44,17,207
2024-04-29,117,88,372,Organic Search,105,140,42,170
2024-04-29,81,68,246,Social,76,55,24,208
2024-04-29,96,85,319,Direct,62,81,41,197
2024-04-29,38,30,130,Email,32,28,12,251
2024-04-29,23,18,94,Paid,27,35,12,201
2024-04-30,116,87,389,Organic Search,112,91,26,218
2024-04-30,79,60,248,Social,60,87,12,176
2024-04-30,73,60,284,Direct,61,92,23,185
2024-04-30,37,26,94,Email,20,35,7,231
2024-04-30,33,26,118,Paid,26,40,16,178
2024-05-01,128,100,403,Organic Search,95,85,51,161
2024-05-01,65,47,253,Social,61,62,18,152
2024-05-01,83,72,317,Direct,82,75,37,162
2024-05-01,30,24,134,Email,30,38,15,131
2024-05-01,30,22,100,Paid,17,27,7,189
2024-05-02,102,84,275,Organic Search,72,57,22,218
2024-05-02,43,34,153,Social,26,32,15,184
2024-05-02,70,52,180,Direct,47,39,11,125
2024-05-02,21,16,72,Email,18,18,9,173
2024-05-02,22,19,96,Paid,19,24,11,238
2024-05-03,90,80,302,Organic Search,53,80,26,181
2024-05-03,55,47,238,Social,55,70,26,199
2024-05-03,66,54,284,Direct,64,59,14,115
2024-05-03,30,23,129,Email,31,32,13,148
2024-05-03,19,14,66,Paid,13,13,7,199
2024-05-04,87,73,335,Organic Search,73,72,25,137
2024-05-04,74,63,291,Social,64,73,30,170
2024-05-04,77,67,214,Direct,51,42,24,227
2024-05-04,28,23,100,Email,26,21,10,186
2024-05-04,25,22,83,Paid,17,16,6,188
2024-05-05,133,97,426,Organic Search,105,130,50,168
2024-05-05,75,61,319,Social,86,68,43,167
2024-05-05,87,66,263,Direct,63,49,30,220
2024-05-05,29,24,100,Email,24,24,13,216
2024-05-05,38,30,169,Paid,27,36,18,192
2024-05-06,92,69,344,Organic Search,62,88,23,112
2024-05-06,61,44,211,Social,54,66,22,182
2024-05-06,56,43,176,Direct,43,54,24,147
2024-05-06,25,18,111,Email,20,22,6,229
2024-05-06,24,21,94,Paid,15,18,11,173
2024-05-07,105,92,350,Organic Search,93,97,33,252
2024-05-07,70,53,283,Social,72,68,17,177
2024-05-07,69,54,307,Direct,50,87,25,224
2024-05-07,20,16,87,Email,22,26,8,123
2024-05-07,29,20,76,Paid,18,16,8,90
2024-05-08,94,68,239,Organic Search,50,61,24,197
2024-05-08,53,40,225,Social,53,42,22,156
2024-05-08,55,41,191,Direct,31,43,24,197
2024-05-08,23,20,92,Email,24,21,5,76
2024-05-08,17,12,66,Paid,10,19,8,209
2024-05-09,129,113,510,Organic Search,109,113,48,151
2024-05-09,84,68,222,Social,44,56,19,173
2024-05-09,99,87,394,Direct,97,109,27,263
2024-05-09,33,28,130,Email,31,37,11,290
2024-05-09,25,21,107,Paid,26,26,9,97
2024-05-10,78,62,306,Organic Search,54,94,27,159
2024-05-10,52,42,213,Social,40,54,20,174
2024-05-10,72,57,201,Direct,37,41,19,169
2024-05-10,29,24,105,Email,21,22,10,177
2024-05-10,19,16,49,Paid,13,12,4,152
2024-05-11,105,93,302,Organic Search,76,89,25,173
2024-05-11,71,57,300,Social,72,65,35,128
2024-05-11,78,56,232,Direct,61,70,28,149
2024-05-11,31,25,92,Email,18,23,9,174
2024-05-11,27,21,87,Paid,15,18,9,176
2024-05-12,73,59,262,Organic Search,60,53,23,117
2024-05-12,48,37,179,Social,46,54,20,162
2024-05-12,50,38,129,Direct,29,34,8,243
2024-05-12,20,17,68,Email,17,16,3,185
2024-05-12,16,12,54,Paid,12,16,5,131
2024-05-13,117,86,356,Organic Search,81,111,48,183
2024-05-13,76,62,194,Social,34,52,12,121
2024-05-13,68,52,283,Direct,52,79,35,174
2024-05-13,39,34,102,Email,21,30,12,209
2024-05-13,32,25,108,Paid,25,31,8,272
2024-05-14,95,73,423,Organic Search,90,131,52,167
2024-05-14,63,47,216,Social,50,56,24,202
2024-05-14,63,55,159,Direct,33,43,16,144
2024-05-14,28,23,79,Email,21,25,6,224
2024-05-14,22,16,70,Paid,11,19,7,227
2024-05-15,106,92,460,Organic Search,124,103,51,196
2024-05-15,67,55,256,Social,67,55,24,176
2024-05-15,88,64,308,Direct,80,79,25,231
2024-05-15,30,26,100,Email,21,29,10,174
2024-05-15,28,24,120,Paid,22,35,8,176
2024-05-16,127,107,460,Organic Search,102,133,24,233
2024-05-16,82,61,223,Social,41,57,26,181
2024-05-16,95,85,256,Direct,61,76,34,221
2024-05-16,31,23,122,Email,25,25,16,210
2024-05-16,29,22,77,Paid,18,18,4,148
2024-05-17,125,100,531,Organic Search,120,104,43,156
2024-05-17,75,67,234,Social,47,75,30,132
2024-05-17,65,53,268,Direct,61,51,18,196
2024-05-17,29,24,93,Email,21,28,11,265
2024-05-17,21,18,70,Paid,17,14,5,178
2024-05-18,122,88,367,Organic Search,84,111,20,280
2024-05-18,72,53,242,Social,46,77,32,151
2024-05-18,102,83,260,Direct,53,70,30,94
2024-05-18,36,28,91,Email,16,28,5,110
2024-05-18,22,16,78,Paid,14,20,10,174
2024-05-19,76,55,192,Organic Search,48,46,10,151
2024-05-19,62,50,278,Social,55,65,29,196
2024-05-19,61,47,239,Direct,48,53,33,232
2024-05-19,15,11,54,Email,8,12,3,106
2024-05-19,16,14,66,Paid,10,20,7,232
2024-05-20,119,103,499,Organic Search,123,143,44,251
2024-05-20,82,60,326,Social,83,63,36,217
2024-05-20,74,58,203,Direct,48,48,15,211
2024-05-20,37,30,142,Email,30,42,19,244
2024-05-20,27,22,119,Paid,20,34,14,151
2024-05-21,111,98,302,Organic Search,65,60,17,198
2024-05-21,55,48,209,Social,38,55,21,197
2024-05-21,57,49,157,Direct,30,43,18,190
2024-05-21,35,29,117,Email,30,36,6,221
2024-05-21,21,18,74,Paid,17,18,6,320
2024-05-22,72,53,201,Organic Search,41,56,18,144
2024-05-22,49,37,219,Social,42,44,22,245
2024-05-22,60,48,154,Direct,39,42,21,137
2024-05-22,21,16,59,Email,14,18,4,234
2024-05-22,18,14,60,Paid,15,16,7,146
2024-05-23,88,71,283,Organic Search,53,90,34,150
2024-05-23,53,43,180,Social,33,46,22,165
2024-05-23,60,50,151,Direct,26,38,12,209
2024-05-23,21,16,62,Email,15,18,4,212
2024-05-23,15,13,63,Paid,12,16,3,227
2024-05-24,109,89,460,Organic Search,115,133,25,205
2024-05-24,74,57,272,Social,58,76,32,189
2024-05-24,83,62,367,Direct,76,70,38,215
2024-05-24,24,20,90,Email,19,23,6,232
2024-05-24,23,19,82,Paid,18,20,4,172
2024-05-25,127,97,499,Organic Search,91,159,53,309
2024-05-25,85,68,325,Social,70,68,42,144
2024-05-25,75,54,241,Direct,59,49,19,226
2024-05-25,41,33,124,Email,32,34,6,187
2024-05-25,34,29,144,Paid,27,34,8,216
2024-05-26,150,125,592,Organic Search,93,164,73,112
2024-05-26,88,63,325,Social,66,100,34,202
2024-05-26,107,85,293,Direct,79,78,15,227
2024-05-26,49,36,130,Email,28,38,16,178
2024-05-26,32,27,105,Paid,22,28,10,164
2024-05-27,108,97,411,Organic Search,87,87,43,247
2024-05-27,68,56,217,Social,41,53,16,192
2024-05-27,59,46,245,Direct,47,76,18,222
2024-05-27,29,23,103,Email,19,32,10,106
2024-05-27,17,14,66,Paid,13,13,3,166
2024-05-28,98,81,382,Organic Search,103,111,44,183
2024-05-28,59,45,191,Social,34,39,15,157
2024-05-28,74,58,271,Direct,46,65,31,148
2024-05-28,36,31,111,Email,24,31,12,173
2024-05-28,28,24,92,Paid,21,19,10,199
2024-05-29,106,85,431,Organic Search,111,109,48,199
2024-05-29,69,56,178,Social,47,49,12,169
2024-05-29,103,79,461,Direct,116,128,26,176
2024-05-29,34,28,95,Email,20,21,7,177
2024-05-29,30,26,103,Paid,25,22,11,143
2024-05-30,95,70,324,Organic Search,59,60,21,138
2024-05-30,82,71,257,Social,64,79,23,210
2024-05-30,76,60,195,Direct,32,60,16,166
2024-05-30,38,29,97,Email,26,23,9,248
2024-05-30,28,24,91,Paid,19,17,4,174
2024-05-31,116,99,505,Organic Search,79,120,61,167
2024-05-31,71,58,275,Social,49,85,22,122
2024-05-31,94,80,254,Direct,62,71,13,187
2024-05-31,37,32,127,Email,25,32,9,204
2024-05-31,33,27,147,Paid,28,29,18,239
2024-06-01,111,83,279,Organic Search,46,62,13,168
